Product Name,Product Type,Price,ItemNumber,Variant_type,Category,Sub Category,productinformation,materialinformation,imgurls,vurl
HEKTAR,"Pendant lamp, beige",95.00,904.148.78,22 cm,Hallway,Ceiling lights,"<h1>Product information</h1>
<div> 
 <div>
  This lamp gives a pleasant light for dining and spreads a good directed light across your dining or bar table.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  May be completed with other lamps in the same series.
 <br>Can be connected to SKENINGE track system.
 <br>This product bears the CE mark.
 <br>
</div>
<h3>Sold Separately</h3>
<p>Light bulb sold separately. IKEA recommends LED bulb E27 400 lumen globe opal white.</p>
<h3>care instructions</h3>
<div>
 Wipe clean with a cloth dampened in a mild cleaner.
 <br>Wipe dry with a clean cloth.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Max.: 22 W
 <br>Diameter: 22 cm
 <br>Shade height: 26 cm
 <br>Cord length: 160 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Ola Wihlborg</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Ceiling cup/ Reflector: Steel, Epoxy powder coating
 <br>Shade: Steel, Paint, Epoxy powder coating
 <br>
</div>
<h3>environment</h3>
<div>
 Special waste handling may be required. Please contact your local IKEA Store for more information
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0631063_PE695021_S5.jpg , https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0676718_PE718789_S5.jpg , https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0676719_PE718788_S5.jpg , https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0676717_PE718787_S5.jpg",https://www.ikea.com/ae/en/catalog/products/90414878/
HEKTAR,"Pendant lamp, beige",95.00,904.148.78,38 cm,Hallway,Ceiling lights,"<h1>Product information</h1>
<div> 
 <div>
  This lamp gives a pleasant light for dining and spreads a good directed light across your dining or bar table.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  May be completed with other lamps in the same series.
 <br>Can be connected to SKENINGE track system.
 <br>This product bears the CE mark.
 <br>
</div>
<h3>Sold Separately</h3>
<p>Light bulb sold separately. IKEA recommends LED bulb E27 400 lumen globe opal white.</p>
<h3>care instructions</h3>
<div>
 Wipe clean with a cloth dampened in a mild cleaner.
 <br>Wipe dry with a clean cloth.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Max.: 22 W
 <br>Diameter: 22 cm
 <br>Shade height: 26 cm
 <br>Cord length: 160 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Ola Wihlborg</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Ceiling cup/ Reflector: Steel, Epoxy powder coating
 <br>Shade: Steel, Paint, Epoxy powder coating
 <br>
</div>
<h3>environment</h3>
<div>
 Special waste handling may be required. Please contact your local IKEA Store for more information
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0631063_PE695021_S5.jpg , https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0676718_PE718789_S5.jpg , https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0676719_PE718788_S5.jpg , https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0676717_PE718787_S5.jpg",https://www.ikea.com/ae/en/catalog/products/00414905/
HEKTAR,"Pendant lamp, beige",95.00,904.148.78,47 cm,Hallway,Ceiling lights,"<h1>Product information</h1>
<div> 
 <div>
  This lamp gives a pleasant light for dining and spreads a good directed light across your dining or bar table.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  May be completed with other lamps in the same series.
 <br>Can be connected to SKENINGE track system.
 <br>This product bears the CE mark.
 <br>
</div>
<h3>Sold Separately</h3>
<p>Light bulb sold separately. IKEA recommends LED bulb E27 400 lumen globe opal white.</p>
<h3>care instructions</h3>
<div>
 Wipe clean with a cloth dampened in a mild cleaner.
 <br>Wipe dry with a clean cloth.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Max.: 22 W
 <br>Diameter: 22 cm
 <br>Shade height: 26 cm
 <br>Cord length: 160 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Ola Wihlborg</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Ceiling cup/ Reflector: Steel, Epoxy powder coating
 <br>Shade: Steel, Paint, Epoxy powder coating
 <br>
</div>
<h3>environment</h3>
<div>
 Special waste handling may be required. Please contact your local IKEA Store for more information
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0631063_PE695021_S5.jpg , https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0676718_PE718789_S5.jpg , https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0676719_PE718788_S5.jpg , https://www.ikea.com/ae/en/images/products/hektar-pendant-lamp-beige__0676717_PE718787_S5.jpg",https://www.ikea.com/ae/en/catalog/products/80414888/
ARV,"Plate, white",9.00,201.878.60,-,Eating,Dinnerware,"<h1>Product information</h1>
<div> 
 <div>
  Dinnerware that combines a simple, rustic design with a soft ruffled edge. It allows you to coordinate ARV with other porcelain to get different characters in your table settings.
 </div> 
</div>
<h3>Good to Know</h3>
<div> 
</div>
<h3>care instructions</h3>
<div>
 Microwave-safe.
 <br>Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Diameter: 28 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Sissa Sundling</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Earthenware
 <br>
</div>
<h3>environment</h3>
<div>
 No cadmium or lead added.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/arv-plate-white__0186172_PE338225_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-plate-white__0447037_PH121454_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-plate-white__0463861_PE608993_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-plate-white__0684878_PH148042_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-plate-white__0447039_PE369940_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-plate-white__0454812_PH132141_S5.jpg",https://www.ikea.com/ae/en/catalog/products/20187860/
ARV,"Side plate, white, green",12.00,304.084.65,-,Eating,Dinnerware,"<h1>Product information</h1>
<div> 
 <div>
  Dinnerware that combines a simple, rustic design with a soft ruffled edge. It allows you to coordinate ARV with other porcelain to get different characters in your table settings.
 </div> 
</div>
<h3>Good to Know</h3>
<div> 
</div>
<h3>care instructions</h3>
<div>
 Microwave-safe.
 <br>Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Diameter: 22 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>IKEA of Sweden/S Sundling</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Earthenware
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/arv-side-plate-green__0615925_PE687511_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-green__0615924_PE687512_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-green__0629893_PE694535_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-green__0629894_PE694534_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-green__0379032_PH124851_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-green__0447039_PE369940_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-green__0684878_PH148042_S5.jpg",https://www.ikea.com/ae/en/catalog/products/30408465/
ARV,"Side plate, lilac, earthenware",5.00,003.519.79,-,Eating,Dinnerware,"<h1>Product information</h1>
<div> 
 <div>
  Dinnerware that combines a simple, rustic design with a soft ruffled edge. It allows you to coordinate ARV with other porcelain to get different characters in your table settings.
 </div> 
</div>
<h3>Good to Know</h3>
<div> 
</div>
<h3>care instructions</h3>
<div>
 Microwave-safe.
 <br>Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Diameter: 22 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Sissa Sundling</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Earthenware
 <br>
</div>
<h3>environment</h3>
<div>
 No cadmium or lead added.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/arv-side-plate-lilac__0528490_PE645817_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-lilac__0528492_PE645818_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-lilac__0684878_PH148042_S5.jpg",https://www.ikea.com/ae/en/catalog/products/00351979/
ARV,"Side plate, white",5.00,401.878.64,-,Eating,Dinnerware,"<h1>Product information</h1>
<div> 
 <div>
  Dinnerware that combines a simple, rustic design with a soft ruffled edge. It allows you to coordinate ARV with other porcelain to get different characters in your table settings.
 </div> 
</div>
<h3>Good to Know</h3>
<div> 
</div>
<h3>care instructions</h3>
<div>
 Microwave-safe.
 <br>Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Diameter: 22 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Sissa Sundling</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Earthenware
 <br>
</div>
<h3>environment</h3>
<div>
 No cadmium or lead added.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/arv-side-plate-white__0186176_PE338222_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-white__0447037_PH121454_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-white__0463890_PE609021_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-white__0447039_PE369940_S5.jpg , https://www.ikea.com/ae/en/images/products/arv-side-plate-white__0379032_PH124851_S5.jpg",https://www.ikea.com/ae/en/catalog/products/40187864/
BACKIG,"Bowl, black",9.00,103.394.30,-,Eating,Dinnerware,"<h1>Product information</h1>
<div> 
 <div>
  Made of tempered glass, which makes the bowl durable and extra resistant to impact.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Tempered glass should be handled with care! A damaged edge or a scratched surface can cause the glass to break suddenly – but only into small pieces, seldom into sharp fragments.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Microwave-safe.
 <br>Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Length: 14 cm
 <br>Width: 14 cm
 <br>Height: 6 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>P Amsell/B Berlin</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Tempered glass
 <br>
</div>
<h3>environment</h3>
<div>
 No cadmium or lead added.
 <br>The material in this product may be recyclable. Please check the recycling rules in your community and if recycling facilities exist in your area.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/backig-bowl-black__0496814_PE628818_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-bowl-black__0579290_PH144967_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-bowl-black__0496815_PE628819_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-bowl-black__0579289_PH144638_S5.jpg",https://www.ikea.com/ae/en/catalog/products/10339430/
BACKIG,"Plate, black",19.00,603.394.23,25x25 cm,Eating,Dinnerware,"<h1>Product information</h1>
<div> 
 <div>
  Made of tempered glass, which makes the plate durable and extra resistant to impact.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Tempered glass should be handled with care! A damaged edge or a scratched surface can cause the glass to break suddenly – but only into small pieces, seldom into sharp fragments.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Microwave-safe.
 <br>Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Length: 25 cm
 <br>Width: 25 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>P Amsell/B Berlin</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Tempered glass
 <br>
</div>
<h3>environment</h3>
<div>
 No cadmium or lead added.
 <br>The material in this product may be recyclable. Please check the recycling rules in your community and if recycling facilities exist in your area.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/backig-plate-black__0496820_PE628822_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-plate-black__0515680_PE639946_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-plate-black__0496821_PE628823_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-plate-black__0541570_PH144038_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-plate-black__0579290_PH144967_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-plate-black__0579289_PH144638_S5.jpg",https://www.ikea.com/ae/en/catalog/products/60339423/
BACKIG,"Plate, black",19.00,603.394.23,30x30 cm,Eating,Dinnerware,"<h1>Product information</h1>
<div> 
 <div>
  Made of tempered glass, which makes the plate durable and extra resistant to impact.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  Tempered glass should be handled with care! A damaged edge or a scratched surface can cause the glass to break suddenly – but only into small pieces, seldom into sharp fragments.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Microwave-safe.
 <br>Dishwasher-safe.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Length: 25 cm
 <br>Width: 25 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>P Amsell/B Berlin</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Tempered glass
 <br>
</div>
<h3>environment</h3>
<div>
 No cadmium or lead added.
 <br>The material in this product may be recyclable. Please check the recycling rules in your community and if recycling facilities exist in your area.
 <br>
</div>
","https://www.ikea.com/ae/en/images/products/backig-plate-black__0496820_PE628822_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-plate-black__0515680_PE639946_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-plate-black__0496821_PE628823_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-plate-black__0541570_PH144038_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-plate-black__0579290_PH144967_S5.jpg , https://www.ikea.com/ae/en/images/products/backig-plate-black__0579289_PH144638_S5.jpg",https://www.ikea.com/ae/en/catalog/products/00339949/
NORDLI,"Modular chest of drawers, anthracite",175.00,304.150.36,anthracite,Hallway,Chests of drawers,"<h1>Product information</h1>
<div> 
 <div>
  Of course your home should be a safe place for the entire family. That’s why a safety fitting is included so that you can attach the chest of drawers to the wall.
 </div> 
 <div>
  You can use one modular chest of drawers or combine several to get a storage solution that perfectly suits your space.
 </div> 
 <div>
  You can easily create your own personal design by mixing chests of different colours.
 </div> 
 <div>
  Integrated damper catches the running drawer and closes it slowly, silently and softly.
 </div> 
 <div>
  The concealed drawer runners ensure that drawers run smoothly even when heavily loaded.
 </div> 
 <div>
  Adjustable feet make it possible to compensate any irregularities in the floor.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  The recommended maximum height for stacking NORDLI modular chests of drawers is 145 cm.
 <br>WARNING! TIPPING HAZARD – Unanchored furniture can tip over. This furniture shall be anchored to the wall with the enclosed safety fitting to prevent it from tipping over.
 <br>Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home.
 <br>Must be completed with the NORDLI top and plinth.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Wipe clean with a cloth dampened in a mild cleaner.
 <br>Wipe dry with a clean cloth.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 40 cm
 <br>Depth: 47 cm
 <br>Height: 45 cm
 <br>Width of drawer (inside): 32 cm
 <br>Depth of drawer (inside): 38 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Ola Wihlborg</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Side panel: Particleboard, Acrylic paint, Foil
 <br>Back panel/ Drawer bottom: Fibreboard, Foil
 <br>Drawer front: Fibreboard, Fibreboard, Paper, Acrylic paint
 <br>Drawer sides/ Drawer back: Particleboard, Foil
 <br>
</div>
",https://www.ikea.com/ae/en/images/products/nordli-modular-chest-of-drawers-grey__0627421_PE693349_S5.jpg,https://www.ikea.com/ae/en/catalog/products/30415036/
NORDLI,"Modular chest of drawers, anthracite",175.00,304.150.36,white,Hallway,Chests of drawers,"<h1>Product information</h1>
<div> 
 <div>
  Of course your home should be a safe place for the entire family. That’s why a safety fitting is included so that you can attach the chest of drawers to the wall.
 </div> 
 <div>
  You can use one modular chest of drawers or combine several to get a storage solution that perfectly suits your space.
 </div> 
 <div>
  You can easily create your own personal design by mixing chests of different colours.
 </div> 
 <div>
  Integrated damper catches the running drawer and closes it slowly, silently and softly.
 </div> 
 <div>
  The concealed drawer runners ensure that drawers run smoothly even when heavily loaded.
 </div> 
 <div>
  Adjustable feet make it possible to compensate any irregularities in the floor.
 </div> 
</div>
<h3>Good to Know</h3>
<div>
  The recommended maximum height for stacking NORDLI modular chests of drawers is 145 cm.
 <br>WARNING! TIPPING HAZARD – Unanchored furniture can tip over. This furniture shall be anchored to the wall with the enclosed safety fitting to prevent it from tipping over.
 <br>Different wall materials require different types of fixing devices. Use fixing devices suitable for the walls in your home.
 <br>Must be completed with the NORDLI top and plinth.
 <br>
</div>
<h3>care instructions</h3>
<div>
 Wipe clean with a cloth dampened in a mild cleaner.
 <br>Wipe dry with a clean cloth.
 <br>
</div>
<h3>Product dimensions</h3>
<div>
  Width: 40 cm
 <br>Depth: 47 cm
 <br>Height: 45 cm
 <br>Width of drawer (inside): 32 cm
 <br>Depth of drawer (inside): 38 cm
 <br>
 <br> 
</div>
<h3>designer<h3>
<p>Ola Wihlborg</p>
","<h1>Materials and environment</h1>
<h3>Product description</h3>
<div>
 Side panel: Particleboard, Acrylic paint, Foil
 <br>Back panel/ Drawer bottom: Fibreboard, Foil
 <br>Drawer front: Fibreboard, Fibreboard, Paper, Acrylic paint
 <br>Drawer sides/ Drawer back: Particleboard, Foil
 <br>
</div>
",https://www.ikea.com/ae/en/images/products/nordli-modular-chest-of-drawers-grey__0627421_PE693349_S5.jpg,https://www.ikea.com/ae/en/catalog/products/40401901/
